name,price_usd,price_inr,positive_reviews,negative_reviews,user_rating_pct,jes,category,joy_per_1000_inr,rank_in_category
Gravitas,0.0,0.0,6738,137,98.00727272727272,98.00727272727272,Indie/AA,98007.27272727272,1.0
Virtual Cottage,0.0,0.0,10173,229,97.79850028840607,97.79850028840607,Indie/AA,97798.50028840608,2.0
异化之恶〇Abnormal Treatment,0.0,0.0,3414,88,97.48715019988578,97.48715019988578,Indie/AA,97487.15019988576,3.0
Touhou Hero of Ice Fairy: Prologue,0.0,0.0,3222,85,97.4296945872392,97.4296945872392,Indie/AA,97429.6945872392,4.0
Samsara Room,0.0,0.0,8956,246,97.32666811562704,97.32666811562704,Indie/AA,97326.66811562704,5.0
The Expendabros,0.0,0.0,17661,513,97.17728623308022,97.17728623308022,Indie/AA,97177.28623308025,6.0
Mark of the Ninja,0.0,0.0,15360,476,96.99419045213438,96.99419045213438,Indie/AA,96994.19045213438,7.0
Doki Doki Literature Club!,0.0,0.0,203247,7470,96.45496091914748,96.45496091914748,Indie/AA,96454.96091914747,8.0
Meteor 60 Seconds!,0.0,0.0,4523,167,96.43923240938166,96.43923240938166,Indie/AA,96439.23240938166,9.0
Cinderella Phenomenon - Otome/Visual Novel,0.0,0.0,3898,149,96.31826043983196,96.31826043983196,Indie/AA,96318.26043983197,10.0
Blender,0.0,0.0,70186,2695,96.30219124325956,96.30219124325956,Indie/AA,96302.19124325956,11.0
We Become What We Behold [Fan-Made Port],0.0,0.0,5659,223,96.20877252635158,96.20877252635158,Indie/AA,96208.77252635156,12.0
Life is Strange - Episode 1,0.0,0.0,162769,6432,96.19860402716296,96.19860402716296,Indie/AA,96198.60402716296,13.0
Pixel Studio - pixel art editor,0.0,0.0,4581,194,95.93717277486913,95.93717277486913,Indie/AA,95937.17277486912,14.0
NGU IDLE,0.0,0.0,11564,504,95.82366589327144,95.82366589327144,Indie/AA,95823.66589327143,15.0
Narcissu 1st & 2nd,0.0,0.0,4675,206,95.77955337021102,95.77955337021102,Indie/AA,95779.55337021104,16.0
Half-Life 2: Episode One,0.0,0.0,30478,1344,95.77650681918168,95.77650681918168,Indie/AA,95776.50681918168,17.0
"Warhammer® 40,000: Dawn of War® - Soulstorm",0.0,0.0,16764,847,95.1905059337914,95.1905059337914,Indie/AA,95190.5059337914,18.0
Alien Swarm: Reactive Drop,0.0,0.0,21500,1149,94.92692834120712,94.92692834120712,Indie/AA,94926.92834120712,19.0
Unsung Warriors - Prologue,0.0,0.0,1347,72,94.9260042283298,94.9260042283298,Indie/AA,94926.0042283298,20.0
System Shock® 2 (1999),0.0,0.0,7194,417,94.52108789909342,94.52108789909342,Indie/AA,94521.0878990934,21.0
Transmissions: Element 120,0.0,0.0,9266,539,94.50280469148392,94.50280469148392,Indie/AA,94502.80469148392,22.0
Sleeping Dogs,0.0,0.0,16134,950,94.43924139545774,94.43924139545774,Indie/AA,94439.24139545774,23.0
Soda Dungeon 2,0.0,0.0,5114,305,94.37165528695331,94.37165528695331,Indie/AA,94371.65528695332,24.0
Picross Touch,0.0,0.0,1595,96,94.32288586635129,94.32288586635129,Indie/AA,94322.88586635128,25.0
Yume Nikki,0.0,0.0,8120,509,94.101286359949,94.101286359949,Indie/AA,94101.286359949,26.0
Tilt Brush,0.0,0.0,1117,71,94.02356902356902,94.02356902356902,Indie/AA,94023.56902356904,27.0
Freddy Fazbear's Pizzeria Simulator,0.0,0.0,28374,1835,93.9256512959714,93.9256512959714,Indie/AA,93925.6512959714,28.0
My Singing Monsters,0.0,0.0,39143,2558,93.86585453586244,93.86585453586244,Indie/AA,93865.85453586244,29.0
Friday the 13th: Killer Puzzle,0.0,0.0,5644,374,93.78531073446328,93.78531073446328,Indie/AA,93785.31073446327,30.0
Zero-K,0.0,0.0,3678,244,93.77868434472208,93.77868434472208,Indie/AA,93778.68434472207,31.0
Cheeky Chooks,0.0,0.0,2503,167,93.74531835205993,93.74531835205993,Indie/AA,93745.31835205993,32.0
Aimtastic,0.0,0.0,2486,166,93.74057315233786,93.74057315233786,Indie/AA,93740.57315233786,33.0
Marie's Room,0.0,0.0,6058,405,93.73356026613028,93.73356026613028,Indie/AA,93733.56026613028,34.0
TREE,0.0,0.0,2092,141,93.68562472010748,93.68562472010748,Indie/AA,93685.62472010747,35.0
Football Manager 2021,0.0,0.0,22342,1558,93.48117154811716,93.48117154811716,Indie/AA,93481.17154811716,36.0
Yakuza Kiwami (Legacy),0.0,0.0,20429,1448,93.38117657814142,93.38117657814142,Indie/AA,93381.1765781414,37.0
Broken Sword: Director's Cut (2009),0.0,0.0,2583,186,93.28277356446372,93.28277356446372,Indie/AA,93282.77356446371,38.0
Spooky's Jump Scare Mansion,0.0,0.0,13926,1072,92.85238031737563,92.85238031737563,Indie/AA,92852.38031737565,39.0
Accounting (Legacy),0.0,0.0,2340,181,92.82030940103134,92.82030940103134,Indie/AA,92820.30940103134,40.0
VTube Studio,0.0,0.0,5283,412,92.76558384547847,92.76558384547847,Indie/AA,92765.58384547848,41.0
Mansions of Madness,0.0,0.0,1102,86,92.76094276094275,92.76094276094275,Indie/AA,92760.94276094277,42.0
The Awesome Adventures of Captain Spirit,0.0,0.0,13218,1036,92.73186473972218,92.73186473972218,Indie/AA,92731.86473972218,43.0
NEKOPALIVE,0.0,0.0,1374,112,92.46298788694482,92.46298788694482,Indie/AA,92462.9878869448,44.0
When the Darkness comes,0.0,0.0,7671,643,92.26605725282656,92.26605725282656,Indie/AA,92266.05725282656,45.0
The Desolate Hope,0.0,0.0,1508,131,92.00732153752288,92.00732153752288,Indie/AA,92007.32153752288,46.0
Quaver,0.0,0.0,14267,1252,91.93246987563631,91.93246987563631,Indie/AA,91932.46987563632,47.0
Mr.Mine,0.0,0.0,15826,1390,91.92611524163569,91.92611524163569,Indie/AA,91926.11524163568,48.0
"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",0.0,0.0,11583,1025,91.87024111675127,91.87024111675127,Indie/AA,91870.24111675128,49.0
Lost Lands: Mahjong,0.0,0.0,4860,446,91.59442140972484,91.59442140972484,Indie/AA,91594.42140972483,50.0
Himno,0.0,0.0,5272,503,91.29004329004329,91.29004329004329,Indie/AA,91290.04329004328,51.0
Unturned,0.0,0.0,506516,48852,91.20367035911325,91.20367035911325,Indie/AA,91203.67035911324,52.0
Super Blue Boy Planet,0.0,0.0,2467,239,91.16777531411677,91.16777531411677,Indie/AA,91167.77531411676,53.0
Devil May Cry 4,0.0,0.0,2098,204,91.13814074717637,91.13814074717637,Indie/AA,91138.14074717637,54.0
HITMAN™ 2,0.0,0.0,68165,6778,90.95579306939942,90.95579306939942,Indie/AA,90955.7930693994,55.0
Forza Horizon 4,0.0,0.0,263942,26975,90.727595843488,90.727595843488,Indie/AA,90727.595843488,56.0
Half-Life 2: Deathmatch,0.0,0.0,12962,1334,90.66871852266368,90.66871852266368,Indie/AA,90668.71852266368,57.0
Moonbase Alpha,0.0,0.0,11622,1216,90.52811964480448,90.52811964480448,Indie/AA,90528.11964480448,58.0
SYNTHETIK: Arena,0.0,0.0,2099,223,90.39621016365204,90.39621016365204,Indie/AA,90396.21016365204,59.0
Neon Boost,0.0,0.0,2239,242,90.24586860137042,90.24586860137042,Indie/AA,90245.8686013704,60.0
Viking Trickshot,0.0,0.0,55,6,90.1639344262295,90.1639344262295,Indie/AA,90163.9344262295,61.0
We Were Here,0.0,0.0,27014,2983,90.05567223389006,90.05567223389006,Indie/AA,90055.67223389006,62.0
King's Quest,0.0,0.0,2590,287,90.02433090024331,90.02433090024331,Indie/AA,90024.33090024331,63.0
Clicker Heroes,0.0,0.0,54989,6315,89.69887772412893,89.69887772412893,Indie/AA,89698.87772412894,64.0
Sonic CD,0.0,0.0,4871,561,89.67231222385863,89.67231222385863,Indie/AA,89672.31222385862,65.0
RetroArch,0.0,0.0,7224,839,89.59444375542603,89.59444375542603,Indie/AA,89594.44375542602,66.0
Knightfall: A Daring Journey,0.0,0.0,6909,828,89.2981775882125,89.2981775882125,Indie/AA,89298.1775882125,67.0
DDNet,0.0,0.0,33440,4010,89.29238985313752,89.29238985313752,Indie/AA,89292.38985313752,68.0
Warfork,0.0,0.0,1988,239,89.26807364167041,89.26807364167041,Indie/AA,89268.07364167042,69.0
Path of Exile,0.0,0.0,209822,25269,89.2513962678282,89.2513962678282,Indie/AA,89251.3962678282,70.0
Devolverland Expo,0.0,0.0,5110,616,89.24205378973105,89.24205378973105,Indie/AA,89242.05378973104,71.0
Unreal Gold,0.0,0.0,2208,267,89.2121212121212,89.2121212121212,Indie/AA,89212.1212121212,72.0
Crush Crush,0.0,0.0,24246,2949,89.15609487038058,89.15609487038058,Indie/AA,89156.09487038059,73.0
Carpe Diem,0.0,0.0,7614,928,89.13603371575743,89.13603371575743,Indie/AA,89136.03371575744,74.0
"STAR WARS™ Dark Forces (Classic, 1995)",0.0,0.0,2644,327,88.99360484685292,88.99360484685292,Indie/AA,88993.60484685292,75.0
Lurk in the Dark : Prologue,0.0,0.0,1873,239,88.68371212121212,88.68371212121212,Indie/AA,88683.71212121213,76.0
BLEACH Brave Souls,0.0,0.0,10533,1351,88.6317738135308,88.6317738135308,Indie/AA,88631.7738135308,77.0
Toribash,0.0,0.0,14775,1928,88.45716338382327,88.45716338382327,Indie/AA,88457.16338382327,78.0
Talvisota - Winter War,0.0,0.0,956,126,88.35489833641404,88.35489833641404,Indie/AA,88354.89833641404,79.0
Chaos,0.0,0.0,3403,449,88.34371754932504,88.34371754932504,Indie/AA,88343.71754932504,80.0
Sniper Elite V2,0.0,0.0,22263,2958,88.2716783632687,88.2716783632687,Indie/AA,88271.6783632687,81.0
"Warhammer® 40,000: Dawn of War® – Winter Assault",0.0,0.0,2072,278,88.17021276595744,88.17021276595744,Indie/AA,88170.21276595745,82.0
Space Pilgrim Episode I: Alpha Centauri,0.0,0.0,1101,149,88.08,88.08,Indie/AA,88080.0,83.0
Boring Man - Online Tactical Stickman Combat,0.0,0.0,4800,651,88.05723720418271,88.05723720418271,Indie/AA,88057.23720418272,84.0
Lost Lands: A Hidden Object Adventure,0.0,0.0,5002,684,87.9704537460429,87.9704537460429,Indie/AA,87970.45374604291,85.0
The Perfect Tower II,0.0,0.0,3201,438,87.96372629843363,87.96372629843363,Indie/AA,87963.72629843363,86.0
Unreal Tournament 3,0.0,0.0,3566,489,87.94081381011097,87.94081381011097,Indie/AA,87940.81381011097,87.0
AdVenture Capitalist,0.0,0.0,51968,7198,87.83422911807457,87.83422911807457,Indie/AA,87834.22911807458,88.0
Long Live Santa!,0.0,0.0,2721,378,87.80251694094869,87.80251694094869,Indie/AA,87802.5169409487,89.0
Hell Girls,0.0,0.0,3446,481,87.75146422205246,87.75146422205246,Indie/AA,87751.46422205247,90.0
Pirates Vikings & Knights II,0.0,0.0,5227,730,87.74550948463991,87.74550948463991,Indie/AA,87745.50948463992,91.0
Walking Zombie 2,0.0,0.0,10981,1534,87.7427087495006,87.7427087495006,Indie/AA,87742.7087495006,92.0
Sang-Froid - Tales of Werewolves,0.0,0.0,1687,236,87.727509100364,87.727509100364,Indie/AA,87727.509100364,93.0
Missing Translation,0.0,0.0,2860,401,87.70315854032505,87.70315854032505,Indie/AA,87703.15854032505,94.0
Little Square Things,0.0,0.0,69,10,87.34177215189874,87.34177215189874,Indie/AA,87341.77215189874,95.0
Istrolid,0.0,0.0,2325,337,87.3403456048084,87.3403456048084,Indie/AA,87340.3456048084,96.0
F1™ 2017,0.0,0.0,5194,754,87.32347007397443,87.32347007397443,Indie/AA,87323.47007397443,97.0
The Sims™ 4,0.0,0.0,149064,21663,87.3113215835808,87.3113215835808,Indie/AA,87311.32158358081,98.0
Pool 2D - Poolians,0.0,0.0,8222,1216,87.11591438864166,87.11591438864166,Indie/AA,87115.91438864166,99.0
Realm Grinder,0.0,0.0,6185,917,87.08814418473669,87.08814418473669,Indie/AA,87088.1441847367,100.0
Warframe,0.0,0.0,545393,81110,87.05353366224902,87.05353366224902,Indie/AA,87053.53366224903,101.0
Loadout,0.0,0.0,34218,5094,87.04212454212454,87.04212454212454,Indie/AA,87042.12454212454,102.0
Bloons Adventure Time TD,0.0,0.0,3743,559,87.00604370060438,87.00604370060438,Indie/AA,87006.04370060438,103.0
Stoneshard: Prologue,0.0,0.0,3118,470,86.90078037904125,86.90078037904125,Indie/AA,86900.78037904126,104.0
Seduce Me the Otome,0.0,0.0,1890,289,86.7370353373107,86.7370353373107,Indie/AA,86737.0353373107,105.0
Counter-Strike 2,0.0,0.0,7642084,1173003,86.69323399757711,86.69323399757711,Indie/AA,86693.2339975771,106.0
Adventure Escape Mysteries,0.0,0.0,809,126,86.524064171123,86.524064171123,Indie/AA,86524.064171123,107.0
PickCrafter,0.0,0.0,5965,933,86.47434038851841,86.47434038851841,Indie/AA,86474.34038851841,108.0
Hexen: Beyond Heretic,0.0,0.0,636,100,86.41304347826086,86.41304347826086,Indie/AA,86413.04347826086,109.0
LIV,0.0,0.0,793,125,86.38344226579521,86.38344226579521,Indie/AA,86383.44226579521,110.0
NiGHTS Into Dreams,0.0,0.0,1651,263,86.25914315569489,86.25914315569489,Indie/AA,86259.14315569488,111.0
Train Station Renovation - First Job,0.0,0.0,740,118,86.24708624708624,86.24708624708624,Indie/AA,86247.08624708625,112.0
SAS: Zombie Assault 4,0.0,0.0,7854,1258,86.19402985074626,86.19402985074626,Indie/AA,86194.02985074626,113.0
Fear Surrounds,0.0,0.0,9267,1489,86.15656377835627,86.15656377835627,Indie/AA,86156.56377835627,114.0
Beyond Good and Evil™,0.0,0.0,2951,475,86.13543490951547,86.13543490951547,Indie/AA,86135.43490951546,115.0
Strike Vector EX,0.0,0.0,647,105,86.0372340425532,86.0372340425532,Indie/AA,86037.23404255319,116.0
F1® 23,0.0,0.0,15059,2456,85.97773337139594,85.97773337139594,Indie/AA,85977.73337139594,117.0
Ticket to Ride: Classic Edition,0.0,0.0,4628,755,85.97436373769274,85.97436373769274,Indie/AA,85974.36373769274,118.0
Super Buckyball Tournament Preseason,0.0,0.0,1069,175,85.93247588424437,85.93247588424437,Indie/AA,85932.47588424437,119.0
Godot Engine,0.0,0.0,6696,1110,85.78016910069178,85.78016910069178,Indie/AA,85780.16910069178,120.0
BATTLE OF REBELS,0.0,0.0,6,1,85.71428571428571,85.71428571428571,Indie/AA,85714.28571428571,121.0
Card Hunter,0.0,0.0,4487,749,85.6951871657754,85.6951871657754,Indie/AA,85695.1871657754,122.0
DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,0.0,0.0,7614,1271,85.69499155880698,85.69499155880698,Indie/AA,85694.99155880697,123.0
F1® 2021,0.0,0.0,30062,5024,85.68089836401984,85.68089836401984,Indie/AA,85680.89836401984,124.0
Puzzle Together Multiplayer Jigsaw Puzzles,0.0,0.0,3801,637,85.64668769716089,85.64668769716089,Indie/AA,85646.68769716089,125.0
Idling to Rule the Gods,0.0,0.0,1638,278,85.49060542797496,85.49060542797496,Indie/AA,85490.60542797495,126.0
Knockout City™,0.0,0.0,7196,1224,85.46318289786224,85.46318289786224,Indie/AA,85463.18289786224,127.0
Of Guards And Thieves,0.0,0.0,3697,631,85.42051756007393,85.42051756007393,Indie/AA,85420.51756007393,128.0
Zombidle : REMONSTERED,0.0,0.0,1484,257,85.23836875358988,85.23836875358988,Indie/AA,85238.36875358988,129.0
404Sight,0.0,0.0,1480,258,85.15535097813579,85.15535097813579,Indie/AA,85155.35097813579,130.0
Poppy Playtime,0.0,0.0,84113,14801,85.03649635036497,85.03649635036497,Indie/AA,85036.49635036496,131.0
Angel Legion,0.0,0.0,9717,1727,84.90912268437609,84.90912268437609,Indie/AA,84909.12268437608,132.0
BEEP,0.0,0.0,3919,699,84.86357730619316,84.86357730619316,Indie/AA,84863.57730619317,133.0
At Home Alone,0.0,0.0,1598,286,84.81953290870489,84.81953290870489,Indie/AA,84819.53290870489,134.0
Codename CURE,0.0,0.0,13960,2518,84.71901929845855,84.71901929845855,Indie/AA,84719.01929845854,135.0
Unturned - Dedicated Server,0.0,0.0,1319,238,84.71419396274888,84.71419396274888,Indie/AA,84714.19396274888,136.0
Slapshot,0.0,0.0,2148,392,84.56692913385827,84.56692913385827,Indie/AA,84566.92913385827,137.0
Corroded,0.0,0.0,70,13,84.33734939759037,84.33734939759037,Indie/AA,84337.34939759037,138.0
Blameless,0.0,0.0,4195,790,84.15245737211634,84.15245737211634,Indie/AA,84152.45737211635,139.0
AirMech,0.0,0.0,8984,1695,84.1277273152917,84.1277273152917,Indie/AA,84127.72731529169,140.0
Wonhon: Prologue,0.0,0.0,71,14,83.52941176470588,83.52941176470588,Indie/AA,83529.41176470589,141.0
Sakura Clicker,0.0,0.0,12127,2429,83.31272327562516,83.31272327562516,Indie/AA,83312.72327562516,142.0
Ultimate Tic-Tac-Toe,0.0,0.0,1278,257,83.257328990228,83.257328990228,Indie/AA,83257.32899022801,143.0
Orbital Gear,0.0,0.0,1483,304,82.988248461108,82.988248461108,Indie/AA,82988.248461108,144.0
Crusaders of the Lost Idols,0.0,0.0,2420,504,82.76333789329685,82.76333789329685,Indie/AA,82763.33789329685,145.0
RuneScape ®,0.0,0.0,20941,4397,82.6466177283132,82.6466177283132,Indie/AA,82646.6177283132,146.0
FPV SkyDive : FPV Drone Simulator,0.0,0.0,1796,384,82.38532110091742,82.38532110091742,Indie/AA,82385.32110091743,147.0
Apotheon Arena,0.0,0.0,880,189,82.3199251637044,82.3199251637044,Indie/AA,82319.92516370439,148.0
Eon Altar,0.0,0.0,640,140,82.05128205128204,82.05128205128204,Indie/AA,82051.28205128205,149.0
Wizard101,0.0,0.0,6721,1475,82.00341630063446,82.00341630063446,Indie/AA,82003.41630063446,150.0
Amorous,0.0,0.0,5608,1265,81.59464571511712,81.59464571511712,Indie/AA,81594.64571511712,151.0
Age of Conquest IV,0.0,0.0,2242,506,81.58660844250363,81.58660844250363,Indie/AA,81586.60844250364,152.0
Darwin Project,0.0,0.0,14978,3410,81.45529693278225,81.45529693278225,Indie/AA,81455.29693278225,153.0
The Lord of the Rings Online™,0.0,0.0,17099,3896,81.4432007620862,81.4432007620862,Indie/AA,81443.20076208621,154.0
IOSoccer,0.0,0.0,2287,522,81.41687433250266,81.41687433250266,Indie/AA,81416.87433250266,155.0
Lord of the Rings: War in the North,0.0,0.0,7603,1749,81.29811804961506,81.29811804961506,Indie/AA,81298.11804961506,156.0
Kagura Survivors: Endless Night,0.0,0.0,2107,485,81.28858024691358,81.28858024691358,Indie/AA,81288.58024691358,157.0
Dirty Bomb®,0.0,0.0,46464,10703,81.27766018857034,81.27766018857034,Indie/AA,81277.66018857034,158.0
Project CARS 2,0.0,0.0,14903,3471,81.10917600957876,81.10917600957876,Indie/AA,81109.17600957876,159.0
Pixel Puzzles: Japan,0.0,0.0,2135,499,81.0554290053151,81.0554290053151,Indie/AA,81055.4290053151,160.0
CopperCube 6 Game Engine,0.0,0.0,268,63,80.96676737160121,80.96676737160121,Indie/AA,80966.7673716012,161.0
Demise of Nations,0.0,0.0,423,100,80.87954110898661,80.87954110898661,Indie/AA,80879.54110898661,162.0
CAYNE,0.0,0.0,1478,351,80.80918534718425,80.80918534718425,Indie/AA,80809.18534718425,163.0
Viscera Cleanup Detail: Shadow Warrior,0.0,0.0,3572,862,80.5593143888137,80.5593143888137,Indie/AA,80559.3143888137,164.0
DC Universe™ Online,0.0,0.0,16923,4093,80.52436239055957,80.52436239055957,Indie/AA,80524.36239055957,165.0
NASCAR '15 Victory Edition,0.0,0.0,1123,272,80.50179211469533,80.50179211469533,Indie/AA,80501.79211469533,166.0
Gems of War - Puzzle RPG,0.0,0.0,7067,1723,80.39817974971558,80.39817974971558,Indie/AA,80398.17974971558,167.0
Universe Sandbox Legacy,0.0,0.0,2372,579,80.37953236191122,80.37953236191122,Indie/AA,80379.53236191122,168.0
EVGA Precision X1,0.0,0.0,3806,934,80.29535864978902,80.29535864978902,Indie/AA,80295.35864978902,169.0
Trove,0.0,0.0,74103,18267,80.22409873335499,80.22409873335499,Indie/AA,80224.09873335499,170.0
MechWarrior Online™ Legends,0.0,0.0,9790,2430,80.11456628477906,80.11456628477906,Indie/AA,80114.56628477905,171.0
Your Chronicle,0.0,0.0,1640,408,80.078125,80.078125,Indie/AA,80078.125,172.0
MONMUSU,0.0,0.0,4025,1012,79.90867579908677,79.90867579908677,Indie/AA,79908.67579908676,173.0
Vegas Infinite by PokerStars,0.0,0.0,5700,1442,79.80957714925792,79.80957714925792,Indie/AA,79809.57714925792,174.0
Eldevin,0.0,0.0,1385,351,79.7811059907834,79.7811059907834,Indie/AA,79781.1059907834,175.0
小黑盒加速器,0.0,0.0,7088,1800,79.74797479747974,79.74797479747974,Indie/AA,79747.97479747974,176.0
Smart Game Booster,0.0,0.0,1434,374,79.3141592920354,79.3141592920354,Indie/AA,79314.1592920354,177.0
Prime World: Defenders 2,0.0,0.0,1688,444,79.17448405253283,79.17448405253283,Indie/AA,79174.48405253283,178.0
Star Trek Online,0.0,0.0,15939,4206,79.12137006701415,79.12137006701415,Indie/AA,79121.37006701416,179.0
King of Crabs,0.0,0.0,7102,1876,79.1044776119403,79.1044776119403,Indie/AA,79104.4776119403,180.0
Albion Online,0.0,0.0,65583,17491,78.94527770421553,78.94527770421553,Indie/AA,78945.27770421552,181.0
StarBreak,0.0,0.0,1009,270,78.88975762314307,78.88975762314307,Indie/AA,78889.75762314307,182.0
RPG MO,0.0,0.0,2289,613,78.87663680220538,78.87663680220538,Indie/AA,78876.63680220538,183.0
CRSED: Cuisine Royale,0.0,0.0,30411,8179,78.80538999740865,78.80538999740865,Indie/AA,78805.38999740865,184.0
SMITE®,0.0,0.0,94368,25428,78.77391565661624,78.77391565661624,Indie/AA,78773.91565661624,185.0
Metal Waltz: Anime tank girls,0.0,0.0,1313,354,78.76424715056989,78.76424715056989,Indie/AA,78764.24715056989,186.0
World of Tanks Blitz,0.0,0.0,116407,31754,78.56790923387396,78.56790923387396,Indie/AA,78567.90923387396,187.0
InMind VR,0.0,0.0,339,93,78.47222222222221,78.47222222222221,Indie/AA,78472.22222222222,188.0
Shop Titans,0.0,0.0,13249,3679,78.26677693761815,78.26677693761815,Indie/AA,78266.77693761815,189.0
Just Cause™ 3: Multiplayer Mod,0.0,0.0,2078,580,78.1790820165538,78.1790820165538,Indie/AA,78179.0820165538,190.0
WWE 2K23,0.0,0.0,5879,1644,78.14701581815766,78.14701581815766,Indie/AA,78147.01581815766,191.0
Super Star,0.0,0.0,3155,894,77.9204741911583,77.9204741911583,Indie/AA,77920.47419115831,192.0
SpedV,0.0,0.0,720,205,77.83783783783784,77.83783783783784,Indie/AA,77837.83783783784,193.0
Seek Girl,0.0,0.0,3970,1139,77.70600900371892,77.70600900371892,Indie/AA,77706.00900371892,194.0
Medusa's Labyrinth,0.0,0.0,861,248,77.63751127141569,77.63751127141569,Indie/AA,77637.51127141569,195.0
eFootball PES 2021 SEASON UPDATE,0.0,0.0,29393,8549,77.46824099942017,77.46824099942017,Indie/AA,77468.24099942017,196.0
VAIL,0.0,0.0,2178,636,77.39872068230277,77.39872068230277,Indie/AA,77398.72068230277,197.0
Dungeon Defenders II,0.0,0.0,16882,4941,77.35874994272098,77.35874994272098,Indie/AA,77358.74994272097,198.0
Table Top Racing: World Tour,0.0,0.0,527,158,76.93430656934306,76.93430656934306,Indie/AA,76934.30656934307,199.0
Operation: Harsh Doorstop,0.0,0.0,14167,4253,76.91096634093377,76.91096634093377,Indie/AA,76910.96634093377,200.0
Steam Link,0.0,0.0,5693,1722,76.77680377612947,76.77680377612947,Indie/AA,76776.80377612947,201.0
Hello Neighbor Alpha 3,0.0,0.0,1165,359,76.44356955380577,76.44356955380577,Indie/AA,76443.56955380578,202.0
Kritika:REBOOT,0.0,0.0,3478,1074,76.40597539543059,76.40597539543059,Indie/AA,76405.97539543059,203.0
Torque Drift,0.0,0.0,9259,2867,76.35658914728683,76.35658914728683,Indie/AA,76356.58914728682,204.0
EA SPORTS™ FIFA 21,0.0,0.0,42906,13377,76.23261020201481,76.23261020201481,Indie/AA,76232.61020201481,205.0
Vampire: The Masquerade - Bloodhunt,0.0,0.0,43433,13651,76.08611870226333,76.08611870226333,Indie/AA,76086.11870226334,206.0
Battle Islands,0.0,0.0,2604,822,76.00700525394045,76.00700525394045,Indie/AA,76007.00525394044,207.0
Driver Booster 4 for Steam,0.0,0.0,631,201,75.84134615384616,75.84134615384616,Indie/AA,75841.34615384616,208.0
Quantum League,0.0,0.0,1727,556,75.6460797196671,75.6460797196671,Indie/AA,75646.0797196671,209.0
Atom Fishing II,0.0,0.0,1200,387,75.61436672967864,75.61436672967864,Indie/AA,75614.36672967863,210.0
VRChat,0.0,0.0,181623,58732,75.56447754363337,75.56447754363337,Indie/AA,75564.47754363337,211.0
Need for Speed Undercover,0.0,0.0,5969,1957,75.30910926066112,75.30910926066112,Indie/AA,75309.10926066112,212.0
SpellForce 3 Versus Edition,0.0,0.0,1132,373,75.21594684385381,75.21594684385381,Indie/AA,75215.94684385382,213.0
ONRAID,0.0,0.0,1335,441,75.16891891891892,75.16891891891892,Indie/AA,75168.91891891892,214.0
POLYGON,0.0,0.0,26313,8756,75.03207961447433,75.03207961447433,Indie/AA,75032.07961447432,215.0
WildStar,0.0,0.0,3822,1278,74.94117647058823,74.94117647058823,Indie/AA,74941.17647058824,216.0
Conqueror's Blade,0.0,0.0,22576,7558,74.91869648901573,74.91869648901573,Indie/AA,74918.69648901573,217.0
Syberia: The World Before - Prologue,0.0,0.0,1048,351,74.91065046461758,74.91065046461758,Indie/AA,74910.65046461757,218.0
GUNS UP!,0.0,0.0,4993,1679,74.8351318944844,74.8351318944844,Indie/AA,74835.13189448441,219.0
BLOCKADE,0.0,0.0,8570,2889,74.7883759490357,74.7883759490357,Indie/AA,74788.37594903569,220.0
LET IT DIE,0.0,0.0,4404,1487,74.75810558479036,74.75810558479036,Indie/AA,74758.10558479036,221.0
Animation Throwdown: The Quest for Cards,0.0,0.0,2976,1005,74.7550866616428,74.7550866616428,Indie/AA,74755.08666164281,222.0
Ring of Elysium,0.0,0.0,74345,25492,74.46638019972556,74.46638019972556,Indie/AA,74466.38019972557,223.0
Battlerite Royale,0.0,0.0,6088,2103,74.32547918447075,74.32547918447075,Indie/AA,74325.47918447075,224.0
RIFT,0.0,0.0,8347,2896,74.2417504224851,74.2417504224851,Indie/AA,74241.7504224851,225.0
Master Levels for Doom II,0.0,0.0,593,206,74.21777221526908,74.21777221526908,Indie/AA,74217.77221526908,226.0
Realm Revolutions,0.0,0.0,273,95,74.18478260869566,74.18478260869566,Indie/AA,74184.78260869566,227.0
Cubic Castles,0.0,0.0,3172,1108,74.11214953271028,74.11214953271028,Indie/AA,74112.14953271027,228.0
Grand Theft Auto: Episodes from Liberty City,0.0,0.0,7524,2647,73.97502703765608,73.97502703765608,Indie/AA,73975.02703765608,229.0
仙剑奇侠传九野,0.0,0.0,1198,426,73.76847290640394,73.76847290640394,Indie/AA,73768.47290640394,230.0
Get Off My Lawn!,0.0,0.0,1266,451,73.73325567850902,73.73325567850902,Indie/AA,73733.25567850903,231.0
Elsword,0.0,0.0,7057,2516,73.71774783244543,73.71774783244543,Indie/AA,73717.74783244543,232.0
Pinball Arcade,0.0,0.0,3002,1078,73.57843137254902,73.57843137254902,Indie/AA,73578.43137254902,233.0
Pixel Starships,0.0,0.0,2008,724,73.49926793557833,73.49926793557833,Indie/AA,73499.26793557833,234.0
Legacy of Kain: Soul Reaver,0.0,0.0,1400,505,73.49081364829397,73.49081364829397,Indie/AA,73490.81364829396,235.0
Star Conflict,0.0,0.0,10879,3974,73.24446239816872,73.24446239816872,Indie/AA,73244.46239816872,236.0
